1,0,0,298,111,473,201
1,1,0,333,557,482,672
1,2,0,358,209,520,298
1,3,0,620,324,782,438
1,4,0,470,347,638,458
1,5,0,487,0,744,45
1,6,0,490,826,558,901
1,7,0,609,613,745,751
1,8,0,624,805,706,887
1,9,0,468,545,603,629
1,10,0,363,847,408,889
1,11,0,462,654,590,807
1,12,0,476,593,577,676
1,13,0,340,767,443,861
1,14,0,468,539,594,676
2,0,1,298,108,475,198
2,1,1,333,554,482,671
2,2,1,357,206,519,294
2,3,1,619,320,783,434
2,4,1,473,343,633,453
2,5,1,487,0,736,41
2,6,1,489,822,559,899
2,7,1,611,605,748,738
2,8,1,624,804,707,888
2,9,1,467,540,603,622
2,10,1,362,847,410,888
2,11,1,458,639,592,808
2,12,1,478,592,577,672
2,13,1,341,763,444,858
2,14,1,472,538,594,664
2,15,0,336,764,442,867
3,0,2,297,108,473,196
3,1,2,333,551,483,670
3,2,2,356,202,518,291
3,3,2,619,320,782,432
3,4,2,471,341,631,450
3,5,2,491,0,734,38
3,6,2,490,823,558,899
3,7,2,614,602,749,730
3,8,2,624,803,707,887
3,9,2,468,540,603,622
3,10,2,359,847,412,888
3,11,2,459,628,590,795
3,12,2,477,588,577,671
3,13,2,340,760,444,854
3,14,2,471,538,594,661
3,15,1,336,762,444,863
3,16,0,490,818,561,861
4,0,3,298,105,472,192
4,1,3,336,549,484,668
4,2,3,355,199,518,287
4,3,3,619,320,782,430
4,4,3,473,339,631,447
4,5,3,489,0,719,35
4,6,3,491,836,554,903
4,7,3,612,600,750,727
4,8,3,623,801,707,887
4,9,3,468,537,603,619
4,10,3,358,847,414,889
4,11,3,460,620,586,776
4,12,3,480,590,579,672
4,13,3,337,757,443,851
4,14,3,470,535,596,658
4,15,2,335,760,445,864
4,16,1,492,816,559,857
4,17,0,482,735,568,821
4,18,0,464,603,590,739
5,0,4,298,102,472,189
5,1,4,336,546,488,668
5,2,4,354,196,517,284
5,3,4,607,321,779,430
5,4,4,473,337,628,443
5,5,4,492,-1,710,32
5,6,4,491,832,555,901
5,7,4,613,597,750,721
5,8,4,623,799,708,885
5,9,4,470,534,604,616
5,10,4,355,845,416,890
5,11,4,455,607,588,779
5,12,4,482,589,577,668
5,13,4,336,756,445,850
5,14,3,471,533,595,654
5,15,3,334,757,446,861
5,16,2,494,815,557,854
5,17,1,483,735,570,816
5,18,0,464,603,590,739
5,19,0,482,730,572,826
6,0,5,297,98,472,185
6,1,5,336,545,489,666
6,2,5,353,192,517,281
6,3,5,612,320,782,426
6,4,5,472,334,627,442
6,5,5,494,-1,698,28
6,6,5,491,827,558,900
6,7,5,611,595,750,717
6,8,5,624,796,708,884
6,9,5,473,531,604,611
6,10,5,354,846,415,891
6,11,5,459,602,589,769
6,12,5,481,585,578,667
6,13,5,334,755,446,852
6,14,3,472,531,595,650
6,15,4,333,756,447,860
6,16,2,496,814,555,850
6,17,2,481,731,574,815
6,18,1,463,634,586,756
6,19,1,480,725,576,828
7,0,6,297,96,472,183
7,1,6,336,543,489,666
7,2,6,351,188,516,278
7,3,6,614,321,782,423
7,4,6,472,330,629,441
7,5,6,500,-1,691,24
7,6,6,491,823,560,900
7,7,6,611,593,749,714
7,8,6,624,794,709,883
7,9,6,471,528,602,608
7,10,5,353,845,416,892
7,11,6,462,603,590,770
7,12,6,480,585,575,665
7,13,5,333,753,446,851
7,14,3,474,529,594,646
7,15,5,332,757,449,871
7,16,3,494,810,560,856
7,17,3,478,726,575,809
7,18,2,468,635,587,749
7,19,2,480,721,578,822
8,0,7,296,92,472,181
8,1,7,335,540,489,665
8,2,7,351,185,515,274
8,3,7,614,320,782,420
8,4,7,470,327,627,439
8,5,7,517,-1,685,20
8,6,7,490,816,561,899
8,7,7,610,588,750,708
8,8,7,623,793,709,884
8,9,7,468,525,601,606
8,10,5,352,845,417,892
8,11,7,464,609,589,773
8,12,7,479,583,574,663
8,13,5,332,750,446,850
8,14,3,475,526,594,642
8,15,6,331,759,451,881
8,16,3,494,809,560,855
8,17,3,478,721,576,805
8,18,3,465,620,588,739
8,19,3,479,719,578,818
9,0,8,295,88,472,177
9,1,8,336,537,491,663
9,2,8,350,182,514,272
9,3,8,615,319,783,418
